training_site,target_site,r2_sklearn,r2_pearson,training_IGBP,training_koppen,target_IGBP,target_koppen
US-xUN,US-xDL,0.56,0.66,MF,Cold,MF,Temperate
US-xUN,US-xDS,-2.81,0.43,MF,Cold,CVM,Temperate
US-xUN,US-xHA,0.73,0.78,MF,Cold,DBF,Cold
US-xUN,US-xKZ,0.61,0.68,MF,Cold,GRA,Cold
US-xUN,US-xML,0.73,0.75,MF,Cold,DBF,Cold
US-xUN,US-xNG,0.56,0.75,MF,Cold,GRA,Cold
US-xUN,US-xRM,0.67,0.75,MF,Cold,ENF,Cold
US-xUN,US-xSB,-0.24,0.57,MF,Cold,ENF,Temperate
US-xUN,US-xSC,0.62,0.65,MF,Cold,DBF,Cold
US-xUN,US-xSE,0.64,0.65,MF,Cold,DBF,Temperate
US-xUN,US-xSL,-5.97,0.62,MF,Cold,CRO,Arid
US-xUN,US-xST,0.9,0.91,MF,Cold,DBF,Cold
US-xUN,US-xTL,0.31,0.6,MF,Cold,WET,Cold
US-xUN,US-xTR,0.73,0.77,MF,Cold,DBF,Cold
US-xUN,US-xUK,0.71,0.75,MF,Cold,DBF,Cold
US-xUN,US-xUN,0.92,0.92,MF,Cold,MF,Cold
US-xUN,US-xWD,0.6,0.74,MF,Cold,GRA,Cold
US-xUN,US-xWR,0.34,0.63,MF,Cold,ENF,Cold
US-xWD,US-xBR,0.4,0.7,GRA,Cold,DBF,Cold
US-xWD,US-xDC,0.71,0.81,GRA,Cold,GRA,Cold
US-xWD,US-xDJ,0.43,0.48,GRA,Cold,ENF,Cold
US-xWD,US-xDL,0.6,0.61,GRA,Cold,MF,Temperate
US-xWD,US-xDS,-3.04,0.33,GRA,Cold,CVM,Temperate
US-xWD,US-xHA,0.44,0.68,GRA,Cold,DBF,Cold
US-xWD,US-xKZ,0.74,0.77,GRA,Cold,GRA,Cold
US-xWD,US-xML,0.52,0.78,GRA,Cold,DBF,Cold
US-xWD,US-xNG,0.79,0.81,GRA,Cold,GRA,Cold
US-xWD,US-xRM,0.24,0.74,GRA,Cold,ENF,Cold
US-xWD,US-xSB,-0.03,0.4,GRA,Cold,ENF,Temperate
US-xWD,US-xSC,0.34,0.61,GRA,Cold,DBF,Cold
US-xWD,US-xSE,0.55,0.64,GRA,Cold,DBF,Temperate
US-xWD,US-xSL,-2.78,0.62,GRA,Cold,CRO,Arid
US-xWD,US-xST,0.64,0.81,GRA,Cold,DBF,Cold
US-xWD,US-xTL,0.53,0.57,GRA,Cold,WET,Cold
US-xWD,US-xTR,0.53,0.71,GRA,Cold,DBF,Cold
US-xWD,US-xUK,0.55,0.79,GRA,Cold,DBF,Cold
US-xWD,US-xUN,0.63,0.73,GRA,Cold,MF,Cold
US-xWD,US-xWD,0.83,0.83,GRA,Cold,GRA,Cold
US-xWD,US-xWR,0.0,0.42,GRA,Cold,ENF,Cold
US-xWR,US-xBR,0.62,0.7,ENF,Cold,DBF,Cold
US-xWR,US-xDC,0.49,0.73,ENF,Cold,GRA,Cold
US-xWR,US-xDJ,0.01,0.74,ENF,Cold,ENF,Cold
US-xWR,US-xDL,-0.24,0.66,ENF,Cold,MF,Temperate
US-xWR,US-xDS,-14.37,0.46,ENF,Cold,CVM,Temperate
US-xWR,US-xHA,0.6,0.77,ENF,Cold,DBF,Cold
US-xWR,US-xKZ,-0.41,0.65,ENF,Cold,GRA,Cold
US-xWR,US-xML,0.26,0.71,ENF,Cold,DBF,Cold
US-xWR,US-xNG,-1.02,0.7,ENF,Cold,GRA,Cold
US-xWR,US-xRM,0.39,0.77,ENF,Cold,ENF,Cold
US-xWR,US-xSB,-5.76,0.67,ENF,Cold,ENF,Temperate
US-xWR,US-xSC,0.21,0.63,ENF,Cold,DBF,Cold
US-xWR,US-xSE,0.14,0.62,ENF,Cold,DBF,Temperate
US-xWR,US-xSL,-19.27,0.6,ENF,Cold,CRO,Arid
US-xWR,US-xST,0.55,0.87,ENF,Cold,DBF,Cold
US-xWR,US-xTL,-4.35,0.62,ENF,Cold,WET,Cold
US-xWR,US-xTR,0.6,0.73,ENF,Cold,DBF,Cold
US-xWR,US-xUK,0.47,0.74,ENF,Cold,DBF,Cold
US-xWR,US-xUN,0.38,0.83,ENF,Cold,MF,Cold
US-xWR,US-xWD,-0.73,0.7,ENF,Cold,GRA,Cold
US-xWR,US-xWR,0.76,0.76,ENF,Cold,ENF,Cold
